"Gender","LocationDesc","MeasureDesc","min_year","LocationAbbr","min_value","max_year","max_value","diff","Response","hover"
"Overall","Tennessee","Want to Quit",1999,"TN",57,2004,48.9,-14.21,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 57 to 48.9"
"Overall","West Virginia","Quit Attempt",2000,"WV",60,2017,65.2,8.67,NA,"West Virginia <br> Year Range 2000 - 2017 <br> Value Change 60 to 65.2"
"Overall","West Virginia","Want to Quit",2000,"WV",53.3,2015,30.8,-42.21,NA,"West Virginia <br> Year Range 2000 - 2015 <br> Value Change 53.3 to 30.8"
"Overall","Wisconsin","Quit Attempt",2000,"WI",54.1,2010,52.9,-2.22,NA,"Wisconsin <br> Year Range 2000 - 2010 <br> Value Change 54.1 to 52.9"
"Overall","Wisconsin","Want to Quit",2000,"WI",48.2,2010,49.4,2.49,NA,"Wisconsin <br> Year Range 2000 - 2010 <br> Value Change 48.2 to 49.4"
"Female","Alabama","Cigarette Use",2000,"AL",15.7,2016,3.3,-78.98,"Current","Alabama <br> Year Range 2000 - 2016 <br> Value Change 15.7 to 3.3"
"Female","Alabama","Cigarette Use",2000,"AL",47.6,2016,12.9,-72.9,"Ever","Alabama <br> Year Range 2000 - 2016 <br> Value Change 47.6 to 12.9"
"Female","Alabama","Cigarette Use",2000,"AL",1.7,2016,0.5,-70.59,"Frequent","Alabama <br> Year Range 2000 - 2016 <br> Value Change 1.7 to 0.5"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",2.6,2016,1.4,-46.15,"Current","Alabama <br> Year Range 2000 - 2016 <br> Value Change 2.6 to 1.4"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",7.8,2016,7.9,1.28,"Ever","Alabama <br> Year Range 2000 - 2016 <br> Value Change 7.8 to 7.9"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",0.3,2016,0.1,-66.67,"Frequent","Alabama <br> Year Range 2000 - 2016 <br> Value Change 0.3 to 0.1"
"Female","Arizona","Cigarette Use",2000,"AZ",11.3,2017,1.9,-83.19,"Current","Arizona <br> Year Range 2000 - 2017 <br> Value Change 11.3 to 1.9"
"Female","Arizona","Cigarette Use",2000,"AZ",36.5,2017,10.7,-70.68,"Ever","Arizona <br> Year Range 2000 - 2017 <br> Value Change 36.5 to 10.7"
"Female","Arizona","Cigarette Use",2000,"AZ",1.9,2017,0.2,-89.47,"Frequent","Arizona <br> Year Range 2000 - 2017 <br> Value Change 1.9 to 0.2"
"Female","Arizona","Smokeless Tobacco Use",2000,"AZ",3,2017,1.3,-56.67,"Current","Arizona <br> Year Range 2000 - 2017 <br> Value Change 3 to 1.3"
"Female","Arizona","Smokeless Tobacco Use",2000,"AZ",10,2017,4.4,-56,"Ever","Arizona <br> Year Range 2000 - 2017 <br> Value Change 10 to 4.4"
"Female","Arizona","Smokeless Tobacco Use",2000,"AZ",0.7,2017,0.2,-71.43,"Frequent","Arizona <br> Year Range 2000 - 2017 <br> Value Change 0.7 to 0.2"
"Female","Arkansas","Cigarette Use",2000,"AR",15.7,2010,7,-55.41,"Current","Arkansas <br> Year Range 2000 - 2010 <br> Value Change 15.7 to 7"
"Female","Arkansas","Cigarette Use",1999,"AR",59.4,2010,24,-59.6,"Ever","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 59.4 to 24"
"Female","Arkansas","Cigarette Use",2000,"AR",5.1,2010,1.3,-74.51,"Frequent","Arkansas <br> Year Range 2000 - 2010 <br> Value Change 5.1 to 1.3"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",3.8,2010,1.9,-50,"Current","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 3.8 to 1.9"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",14.7,2010,6.6,-55.1,"Ever","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 14.7 to 6.6"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",0.5,2010,0.3,-40,"Frequent","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 0.5 to 0.3"
"Female","Connecticut","Cigarette Use",2000,"CT",9.8,2015,1,-89.8,"Current","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 9.8 to 1"
"Female","Connecticut","Cigarette Use",2000,"CT",29.9,2015,4.2,-85.95,"Ever","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 29.9 to 4.2"
"Female","Connecticut","Cigarette Use",2000,"CT",2.3,2015,0,-100,"Frequent","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 2.3 to 0"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",1.3,2015,0.1,-92.31,"Current","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 1.3 to 0.1"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",5.5,2015,0.5,-90.91,"Ever","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 5.5 to 0.5"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",0,2015,0,NA,"Frequent","Connecticut <br> Year Range 2000 - 2015 <br> Value Change 0 to 0"
"Female","Delaware","Cigarette Use",2000,"DE",15.6,2016,1.2,-92.31,"Current","Delaware <br> Year Range 2000 - 2016 <br> Value Change 15.6 to 1.2"
"Female","Delaware","Cigarette Use",2000,"DE",44.4,2016,8.7,-80.41,"Ever","Delaware <br> Year Range 2000 - 2016 <br> Value Change 44.4 to 8.7"
"Female","Delaware","Cigarette Use",2000,"DE",4.2,2016,0.1,-97.62,"Frequent","Delaware <br> Year Range 2000 - 2016 <br> Value Change 4.2 to 0.1"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",1.5,2016,0.2,-86.67,"Current","Delaware <br> Year Range 2000 - 2016 <br> Value Change 1.5 to 0.2"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",2.9,2016,1.9,-34.48,"Ever","Delaware <br> Year Range 2000 - 2016 <br> Value Change 2.9 to 1.9"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",0.5,2016,0,-100,"Frequent","Delaware <br> Year Range 2000 - 2016 <br> Value Change 0.5 to 0"
"Female","Georgia","Cigarette Use",1999,"GA",13.6,2013,2.7,-80.15,"Current","Georgia <br> Year Range 1999 - 2013 <br> Value Change 13.6 to 2.7"
"Female","Georgia","Cigarette Use",1999,"GA",47.3,2013,14.2,-69.98,"Ever","Georgia <br> Year Range 1999 - 2013 <br> Value Change 47.3 to 14.2"
"Female","Georgia","Cigarette Use",1999,"GA",3.5,2013,0.2,-94.29,"Frequent","Georgia <br> Year Range 1999 - 2013 <br> Value Change 3.5 to 0.2"
"Female","Georgia","Smokeless Tobacco Use",1999,"GA",1.6,2013,1.1,-31.25,"Current","Georgia <br> Year Range 1999 - 2013 <br> Value Change 1.6 to 1.1"
"Female","Georgia","Smokeless Tobacco Use",1999,"GA",6.3,2013,4.6,-26.98,"Ever","Georgia <br> Year Range 1999 - 2013 <br> Value Change 6.3 to 4.6"
"Female","Georgia","Smokeless Tobacco Use",1999,"GA",0.6,2013,0.4,-33.33,"Frequent","Georgia <br> Year Range 1999 - 2013 <br> Value Change 0.6 to 0.4"
"Female","Hawaii","Cigarette Use",2003,"HI",5.9,2017,3,-49.15,"Current","Hawaii <br> Year Range 2003 - 2017 <br> Value Change 5.9 to 3"
"Female","Hawaii","Cigarette Use",2003,"HI",21.5,2017,12.2,-43.26,"Ever","Hawaii <br> Year Range 2003 - 2017 <br> Value Change 21.5 to 12.2"
"Female","Hawaii","Cigarette Use",2003,"HI",1,2017,0.1,-90,"Frequent","Hawaii <br> Year Range 2003 - 2017 <br> Value Change 1 to 0.1"
"Female","Hawaii","Smokeless Tobacco Use",2003,"HI",1.2,2017,1.8,50,"Current","Hawaii <br> Year Range 2003 - 2017 <br> Value Change 1.2 to 1.8"
"Female","Hawaii","Smokeless Tobacco Use",2003,"HI",6.9,2015,3.6,-47.83,"Ever","Hawaii <br> Year Range 2003 - 2015 <br> Value Change 6.9 to 3.6"
"Female","Hawaii","Smokeless Tobacco Use",2003,"HI",0.3,2017,0.1,-66.67,"Frequent","Hawaii <br> Year Range 2003 - 2017 <br> Value Change 0.3 to 0.1"
"Female","Illinois","Cigarette Use",2002,"IL",8.8,2015,2.5,-71.59,"Current","Illinois <br> Year Range 2002 - 2015 <br> Value Change 8.8 to 2.5"
"Female","Illinois","Cigarette Use",2002,"IL",27,2015,11.8,-56.3,"Ever","Illinois <br> Year Range 2002 - 2015 <br> Value Change 27 to 11.8"
"Female","Illinois","Cigarette Use",2002,"IL",1.5,2015,0.2,-86.67,"Frequent","Illinois <br> Year Range 2002 - 2015 <br> Value Change 1.5 to 0.2"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",2,2015,0.3,-85,"Current","Illinois <br> Year Range 2002 - 2015 <br> Value Change 2 to 0.3"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",5.8,2015,3.9,-32.76,"Ever","Illinois <br> Year Range 2002 - 2015 <br> Value Change 5.8 to 3.9"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",0.6,2015,0,-100,"Frequent","Illinois <br> Year Range 2002 - 2015 <br> Value Change 0.6 to 0"
"Female","Indiana","Cigarette Use",2000,"IN",10.4,2016,2.1,-79.81,"Current","Indiana <br> Year Range 2000 - 2016 <br> Value Change 10.4 to 2.1"
"Female","Indiana","Cigarette Use",2000,"IN",32.6,2016,10,-69.33,"Ever","Indiana <br> Year Range 2000 - 2016 <br> Value Change 32.6 to 10"
"Female","Indiana","Cigarette Use",2000,"IN",2.1,2016,0.2,-90.48,"Frequent","Indiana <br> Year Range 2000 - 2016 <br> Value Change 2.1 to 0.2"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",1.8,2016,0.9,-50,"Current","Indiana <br> Year Range 2000 - 2016 <br> Value Change 1.8 to 0.9"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",5.7,2013,2.6,-54.39,"Ever","Indiana <br> Year Range 2000 - 2013 <br> Value Change 5.7 to 2.6"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",0.2,2016,0.3,50,"Frequent","Indiana <br> Year Range 2000 - 2016 <br> Value Change 0.2 to 0.3"
"Female","Iowa","Cigarette Use",2000,"IA",12.3,2009,2.4,-80.49,"Current","Iowa <br> Year Range 2000 - 2009 <br> Value Change 12.3 to 2.4"
"Female","Iowa","Cigarette Use",2000,"IA",39.1,2009,9.8,-74.94,"Ever","Iowa <br> Year Range 2000 - 2009 <br> Value Change 39.1 to 9.8"
"Female","Iowa","Cigarette Use",2000,"IA",3.4,2009,0.3,-91.18,"Frequent","Iowa <br> Year Range 2000 - 2009 <br> Value Change 3.4 to 0.3"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",1.6,2009,0.7,-56.25,"Current","Iowa <br> Year Range 2000 - 2009 <br> Value Change 1.6 to 0.7"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",7.9,2009,1.8,-77.22,"Ever","Iowa <br> Year Range 2000 - 2009 <br> Value Change 7.9 to 1.8"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",0.3,2009,0,-100,"Frequent","Iowa <br> Year Range 2000 - 2009 <br> Value Change 0.3 to 0"
"Female","Kansas","Cigarette Use",1999,"KS",15.2,2013,1.2,-92.11,"Current","Kansas <br> Year Range 1999 - 2013 <br> Value Change 15.2 to 1.2"
"Female","Kansas","Cigarette Use",1999,"KS",39.7,2013,8.6,-78.34,"Ever","Kansas <br> Year Range 1999 - 2013 <br> Value Change 39.7 to 8.6"
"Female","Kansas","Cigarette Use",1999,"KS",5.3,2013,0,-100,"Frequent","Kansas <br> Year Range 1999 - 2013 <br> Value Change 5.3 to 0"
"Female","Kansas","Smokeless Tobacco Use",1999,"KS",1.5,2013,0.4,-73.33,"Current","Kansas <br> Year Range 1999 - 2013 <br> Value Change 1.5 to 0.4"
"Female","Kansas","Smokeless Tobacco Use",1999,"KS",8.1,2013,1.5,-81.48,"Ever","Kansas <br> Year Range 1999 - 2013 <br> Value Change 8.1 to 1.5"
"Female","Kansas","Smokeless Tobacco Use",1999,"KS",0.4,2013,0.1,-75,"Frequent","Kansas <br> Year Range 1999 - 2013 <br> Value Change 0.4 to 0.1"
"Female","Kentucky","Cigarette Use",2000,"KY",21.1,2010,8.2,-61.14,"Current","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 21.1 to 8.2"
"Female","Kentucky","Cigarette Use",2000,"KY",46.3,2010,24.5,-47.08,"Ever","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 46.3 to 24.5"
"Female","Kentucky","Cigarette Use",2000,"KY",6.5,2010,2.4,-63.08,"Frequent","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 6.5 to 2.4"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",2.1,2010,2.3,9.52,"Current","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 2.1 to 2.3"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",10.3,2010,9,-12.62,"Ever","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 10.3 to 9"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",0,2010,0.1,100,"Frequent","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 0 to 0.1"
"Female","Louisiana","Cigarette Use",2001,"LA",15.4,2017,2.1,-86.36,"Current","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 15.4 to 2.1"
"Female","Louisiana","Cigarette Use",2001,"LA",47.9,2017,14.3,-70.15,"Ever","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 47.9 to 14.3"
"Female","Louisiana","Cigarette Use",2001,"LA",3.4,2017,0.2,-94.12,"Frequent","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 3.4 to 0.2"
"Female","Louisiana","Smokeless Tobacco Use",2001,"LA",3.2,2017,1.5,-53.12,"Current","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 3.2 to 1.5"
"Female","Louisiana","Smokeless Tobacco Use",2001,"LA",10.7,2017,6.2,-42.06,"Ever","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 10.7 to 6.2"
"Female","Louisiana","Smokeless Tobacco Use",2001,"LA",0.4,2017,0.3,-25,"Frequent","Louisiana <br> Year Range 2001 - 2017 <br> Value Change 0.4 to 0.3"
"Female","Minnesota","Cigarette Use",2000,"MN",9.5,2017,1.8,-81.05,"Current","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 9.5 to 1.8"
"Female","Minnesota","Cigarette Use",2000,"MN",31.2,2017,8.7,-72.12,"Ever","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 31.2 to 8.7"
"Female","Minnesota","Cigarette Use",2000,"MN",2.2,2017,0.1,-95.45,"Frequent","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 2.2 to 0.1"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",1.1,2017,0.3,-72.73,"Current","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 1.1 to 0.3"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",7.3,2017,1.6,-78.08,"Ever","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 7.3 to 1.6"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",0.3,2017,0,-100,"Frequent","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 0.3 to 0"
"Female","Mississippi","Cigarette Use",1999,"MS",19.4,2017,1.1,-94.33,"Current","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 19.4 to 1.1"
"Female","Mississippi","Cigarette Use",1999,"MS",53.7,2017,11.3,-78.96,"Ever","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 53.7 to 11.3"
"Female","Mississippi","Cigarette Use",1999,"MS",3.6,2017,0.2,-94.44,"Frequent","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 3.6 to 0.2"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",3.5,2017,1.5,-57.14,"Current","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 3.5 to 1.5"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",9.6,2017,5.2,-45.83,"Ever","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 9.6 to 5.2"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",0,2017,0.3,100,"Frequent","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 0 to 0.3"
"Female","Missouri","Cigarette Use",1999,"MO",16.3,2017,3.7,-77.3,"Current","Missouri <br> Year Range 1999 - 2017 <br> Value Change 16.3 to 3.7"
"Female","Missouri","Cigarette Use",1999,"MO",47.7,2017,8.5,-82.18,"Ever","Missouri <br> Year Range 1999 - 2017 <br> Value Change 47.7 to 8.5"
"Female","Missouri","Cigarette Use",1999,"MO",4.1,2017,0.6,-85.37,"Frequent","Missouri <br> Year Range 1999 - 2017 <br> Value Change 4.1 to 0.6"
"Female","Missouri","Smokeless Tobacco Use",1999,"MO",0.8,2017,0.8,0,"Current","Missouri <br> Year Range 1999 - 2017 <br> Value Change 0.8 to 0.8"
"Female","Missouri","Smokeless Tobacco Use",1999,"MO",6.4,2017,2.1,-67.19,"Ever","Missouri <br> Year Range 1999 - 2017 <br> Value Change 6.4 to 2.1"
"Female","Missouri","Smokeless Tobacco Use",1999,"MO",0.1,2017,0.2,100,"Frequent","Missouri <br> Year Range 1999 - 2017 <br> Value Change 0.1 to 0.2"
"Female","Nebraska","Cigarette Use",1999,"NE",9.8,2006,5,-48.98,"Current","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 9.8 to 5"
"Female","Nebraska","Cigarette Use",1999,"NE",32.2,2006,24.8,-22.98,"Ever","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 32.2 to 24.8"
"Female","Nebraska","Cigarette Use",1999,"NE",2.1,2006,1.2,-42.86,"Frequent","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 2.1 to 1.2"
"Female","Nebraska","Smokeless Tobacco Use",1999,"NE",1.5,2006,2,33.33,"Current","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 1.5 to 2"
"Female","Nebraska","Smokeless Tobacco Use",1999,"NE",8.3,2006,9.8,18.07,"Ever","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 8.3 to 9.8"
"Female","Nebraska","Smokeless Tobacco Use",1999,"NE",0.2,2006,0.5,150,"Frequent","Nebraska <br> Year Range 1999 - 2006 <br> Value Change 0.2 to 0.5"
"Female","New Hampshire","Cigarette Use",2000,"NH",12.8,2004,4.2,-67.19,"Current","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 12.8 to 4.2"
"Female","New Hampshire","Cigarette Use",2000,"NH",34.5,2004,12.3,-64.35,"Ever","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 34.5 to 12.3"
"Female","New Hampshire","Cigarette Use",2000,"NH",4.2,2004,1.2,-71.43,"Frequent","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 4.2 to 1.2"
"Female","New Hampshire","Smokeless Tobacco Use",2000,"NH",0.4,2004,1.1,175,"Current","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 0.4 to 1.1"
"Female","New Hampshire","Smokeless Tobacco Use",2000,"NH",4.5,2004,2.9,-35.56,"Ever","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 4.5 to 2.9"
"Female","New Hampshire","Smokeless Tobacco Use",2000,"NH",0,2004,0,NA,"Frequent","New Hampshire <br> Year Range 2000 - 2004 <br> Value Change 0 to 0"
"Female","New Jersey","Cigarette Use",1999,"NJ",11,2015,1.1,-90,"Current","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 11 to 1.1"
"Female","New Jersey","Cigarette Use",1999,"NJ",33.8,2015,6.9,-79.59,"Ever","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 33.8 to 6.9"
"Female","New Jersey","Cigarette Use",1999,"NJ",2.3,2015,0,-100,"Frequent","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 2.3 to 0"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",2.9,2015,0.8,-72.41,"Current","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 2.9 to 0.8"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",6.2,2015,2,-67.74,"Ever","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 6.2 to 2"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",0.5,2015,0,-100,"Frequent","New Jersey <br> Year Range 1999 - 2015 <br> Value Change 0.5 to 0"
"Female","North Carolina","Cigarette Use",1999,"NC",14,2017,2.2,-84.29,"Current","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 14 to 2.2"
"Female","North Carolina","Cigarette Use",1999,"NC",36.9,2017,9,-75.61,"Ever","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 36.9 to 9"
"Female","North Carolina","Cigarette Use",1999,"NC",2,2017,0.4,-80,"Frequent","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 2 to 0.4"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",1.4,2017,1.4,0,"Current","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 1.4 to 1.4"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",7.9,2017,4.6,-41.77,"Ever","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 7.9 to 4.6"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",0.1,2017,0.2,100,"Frequent","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 0.1 to 0.2"
"Female","North Dakota","Cigarette Use",2003,"ND",12.4,2017,2.7,-78.23,"Current","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 12.4 to 2.7"
"Female","North Dakota","Cigarette Use",2003,"ND",35.8,2017,11.9,-66.76,"Ever","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 35.8 to 11.9"
"Female","North Dakota","Cigarette Use",2003,"ND",3.6,2017,0.1,-97.22,"Frequent","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 3.6 to 0.1"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",2.2,2017,1.8,-18.18,"Current","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 2.2 to 1.8"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",7.5,2017,4.1,-45.33,"Ever","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 7.5 to 4.1"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",0.7,2017,0.2,-71.43,"Frequent","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 0.7 to 0.2"
"Female","Ohio","Cigarette Use",2000,"OH",12.7,2017,0.6,-95.28,"Current","Ohio <br> Year Range 2000 - 2017 <br> Value Change 12.7 to 0.6"
"Female","Ohio","Cigarette Use",2000,"OH",35.3,2017,6.8,-80.74,"Ever","Ohio <br> Year Range 2000 - 2017 <br> Value Change 35.3 to 6.8"
"Female","Ohio","Cigarette Use",2000,"OH",3.2,2017,0,-100,"Frequent","Ohio <br> Year Range 2000 - 2017 <br> Value Change 3.2 to 0"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",1.8,2017,0.4,-77.78,"Current","Ohio <br> Year Range 2000 - 2017 <br> Value Change 1.8 to 0.4"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",6.5,2017,2.6,-60,"Ever","Ohio <br> Year Range 2000 - 2017 <br> Value Change 6.5 to 2.6"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",0.2,2017,0,-100,"Frequent","Ohio <br> Year Range 2000 - 2017 <br> Value Change 0.2 to 0"
"Female","Oklahoma","Cigarette Use",1999,"OK",15.8,2016,5,-68.35,"Current","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 15.8 to 5"
"Female","Oklahoma","Cigarette Use",1999,"OK",43.4,2016,17.8,-58.99,"Ever","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 43.4 to 17.8"
"Female","Oklahoma","Cigarette Use",1999,"OK",4.1,2016,0.8,-80.49,"Frequent","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 4.1 to 0.8"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",1.8,2016,1.9,5.56,"Current","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 1.8 to 1.9"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",8.2,2016,5.7,-30.49,"Ever","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 8.2 to 5.7"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",0.4,2016,0.4,0,"Frequent","Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 0.4 to 0.4"
"Female","Pennsylvania","Cigarette Use",2001,"PA",12.7,2015,1.6,-87.4,"Current","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 12.7 to 1.6"
"Female","Pennsylvania","Cigarette Use",2001,"PA",35.7,2015,7.3,-79.55,"Ever","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 35.7 to 7.3"
"Female","Pennsylvania","Cigarette Use",2001,"PA",3.3,2015,0.3,-90.91,"Frequent","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 3.3 to 0.3"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",1.8,2015,0.7,-61.11,"Current","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 1.8 to 0.7"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",6.5,2015,2.3,-64.62,"Ever","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 6.5 to 2.3"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",0.2,2015,0.2,0,"Frequent","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 0.2 to 0.2"
"Female","South Carolina","Cigarette Use",2005,"SC",10.7,2017,3.3,-69.16,"Current","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 10.7 to 3.3"
"Female","South Carolina","Cigarette Use",2005,"SC",35,2017,16.2,-53.71,"Ever","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 35 to 16.2"
"Female","South Carolina","Cigarette Use",2005,"SC",0.7,2017,0.4,-42.86,"Frequent","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 0.7 to 0.4"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",2.4,2017,1.4,-41.67,"Current","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 2.4 to 1.4"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",7.1,2017,5.6,-21.13,"Ever","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 7.1 to 5.6"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",0.7,2017,0.1,-85.71,"Frequent","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 0.7 to 0.1"
"Female","South Dakota","Cigarette Use",1999,"SD",10,2017,2.3,-77,"Current","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 10 to 2.3"
"Female","South Dakota","Cigarette Use",1999,"SD",33.1,2017,9.4,-71.6,"Ever","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 33.1 to 9.4"
"Female","South Dakota","Cigarette Use",1999,"SD",1,2017,0.2,-80,"Frequent","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 1 to 0.2"
"Female","South Dakota","Smokeless Tobacco Use",1999,"SD",2.8,2017,2,-28.57,"Current","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 2.8 to 2"
"Female","South Dakota","Smokeless Tobacco Use",1999,"SD",10.7,2017,4.3,-59.81,"Ever","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 10.7 to 4.3"
"Female","South Dakota","Smokeless Tobacco Use",1999,"SD",0.5,2017,0.2,-60,"Frequent","South Dakota <br> Year Range 1999 - 2017 <br> Value Change 0.5 to 0.2"
