"Gender","LocationDesc","MeasureDesc","min_year","LocationAbbr","min_value","max_year","max_value","diff","Response","hover"
"Overall","South Dakota","Quit Attempt",2000,"SD",60.8,2003,49.8,-18.09,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 60.8 to 49.8"
"Overall","South Dakota","Want to Quit",2000,"SD",55,2003,50.5,-8.18,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 55 to 50.5"
"Overall","Tennessee","Quit Attempt",1999,"TN",53.1,2002,54.3,2.26,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 53.1 to 54.3"
"Overall","Tennessee","Want to Quit",1999,"TN",52.2,2002,52.5,0.57,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 52.2 to 52.5"
"Overall","West Virginia","Quit Attempt",2000,"WV",59.4,2017,70.7,19.02,NA,"West Virginia <br> Year Range 2000 - 2017 <br> Value Change 59.4 to 70.7"
"Overall","West Virginia","Want to Quit",2000,"WV",56.1,2015,37.2,-33.69,NA,"West Virginia <br> Year Range 2000 - 2015 <br> Value Change 56.1 to 37.2"
"Overall","Wisconsin","Quit Attempt",2000,"WI",57.3,2016,55.5,-3.14,NA,"Wisconsin <br> Year Range 2000 - 2016 <br> Value Change 57.3 to 55.5"
"Overall","Wisconsin","Want to Quit",2000,"WI",60.8,2016,33.1,-45.56,NA,"Wisconsin <br> Year Range 2000 - 2016 <br> Value Change 60.8 to 33.1"
"Female","Alabama","Cigarette Use",2000,"AL",27.8,2016,8.8,-68.35,"Current","Alabama <br> Year Range 2000 - 2016 <br> Value Change 27.8 to 8.8"
"Female","Alabama","Cigarette Use",2000,"AL",68.6,2016,36.5,-46.79,"Ever","Alabama <br> Year Range 2000 - 2016 <br> Value Change 68.6 to 36.5"
"Female","Alabama","Cigarette Use",2000,"AL",12.9,2016,2.4,-81.4,"Frequent","Alabama <br> Year Range 2000 - 2016 <br> Value Change 12.9 to 2.4"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",0.7,2016,1.8,157.14,"Current","Alabama <br> Year Range 2000 - 2016 <br> Value Change 0.7 to 1.8"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",8.6,2016,8.4,-2.33,"Ever","Alabama <br> Year Range 2000 - 2016 <br> Value Change 8.6 to 8.4"
"Female","Alabama","Smokeless Tobacco Use",2000,"AL",0.1,2016,0,-100,"Frequent","Alabama <br> Year Range 2000 - 2016 <br> Value Change 0.1 to 0"
"Female","Arizona","Cigarette Use",2003,"AZ",16.5,2007,16.1,-2.42,"Current","Arizona <br> Year Range 2003 - 2007 <br> Value Change 16.5 to 16.1"
"Female","Arizona","Cigarette Use",2003,"AZ",52.7,2007,47.2,-10.44,"Ever","Arizona <br> Year Range 2003 - 2007 <br> Value Change 52.7 to 47.2"
"Female","Arizona","Cigarette Use",2003,"AZ",4.3,2007,4.6,6.98,"Frequent","Arizona <br> Year Range 2003 - 2007 <br> Value Change 4.3 to 4.6"
"Female","Arizona","Smokeless Tobacco Use",2003,"AZ",1.8,2007,3.5,94.44,"Current","Arizona <br> Year Range 2003 - 2007 <br> Value Change 1.8 to 3.5"
"Female","Arizona","Smokeless Tobacco Use",2003,"AZ",8.3,2007,9.4,13.25,"Ever","Arizona <br> Year Range 2003 - 2007 <br> Value Change 8.3 to 9.4"
"Female","Arizona","Smokeless Tobacco Use",2003,"AZ",0.4,2007,0.4,0,"Frequent","Arizona <br> Year Range 2003 - 2007 <br> Value Change 0.4 to 0.4"
"Female","Arkansas","Cigarette Use",2000,"AR",33.7,2010,18.7,-44.51,"Current","Arkansas <br> Year Range 2000 - 2010 <br> Value Change 33.7 to 18.7"
"Female","Arkansas","Cigarette Use",1999,"AR",70,2010,48.9,-30.14,"Ever","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 70 to 48.9"
"Female","Arkansas","Cigarette Use",2000,"AR",20.4,2010,7.6,-62.75,"Frequent","Arkansas <br> Year Range 2000 - 2010 <br> Value Change 20.4 to 7.6"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",3.6,2010,3.7,2.78,"Current","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 3.6 to 3.7"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",10.4,2010,11.8,13.46,"Ever","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 10.4 to 11.8"
"Female","Arkansas","Smokeless Tobacco Use",1999,"AR",0.7,2010,0.8,14.29,"Frequent","Arkansas <br> Year Range 1999 - 2010 <br> Value Change 0.7 to 0.8"
"Female","Connecticut","Cigarette Use",2000,"CT",26,2017,2.7,-89.62,"Current","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 26 to 2.7"
"Female","Connecticut","Cigarette Use",2000,"CT",61.9,2017,13.2,-78.68,"Ever","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 61.9 to 13.2"
"Female","Connecticut","Cigarette Use",2000,"CT",12.6,2017,0.4,-96.83,"Frequent","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 12.6 to 0.4"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",1.7,2017,0.3,-82.35,"Current","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 1.7 to 0.3"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",7.2,2017,0.8,-88.89,"Ever","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 7.2 to 0.8"
"Female","Connecticut","Smokeless Tobacco Use",2000,"CT",0.3,2017,0,-100,"Frequent","Connecticut <br> Year Range 2000 - 2017 <br> Value Change 0.3 to 0"
"Female","Delaware","Cigarette Use",2000,"DE",26.1,2016,4.9,-81.23,"Current","Delaware <br> Year Range 2000 - 2016 <br> Value Change 26.1 to 4.9"
"Female","Delaware","Cigarette Use",2000,"DE",67.1,2016,23.6,-64.83,"Ever","Delaware <br> Year Range 2000 - 2016 <br> Value Change 67.1 to 23.6"
"Female","Delaware","Cigarette Use",2000,"DE",13.5,2016,2.3,-82.96,"Frequent","Delaware <br> Year Range 2000 - 2016 <br> Value Change 13.5 to 2.3"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",0.5,2016,1,100,"Current","Delaware <br> Year Range 2000 - 2016 <br> Value Change 0.5 to 1"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",3.9,2016,3.6,-7.69,"Ever","Delaware <br> Year Range 2000 - 2016 <br> Value Change 3.9 to 3.6"
"Female","Delaware","Smokeless Tobacco Use",2000,"DE",0.3,2016,0,-100,"Frequent","Delaware <br> Year Range 2000 - 2016 <br> Value Change 0.3 to 0"
"Female","Georgia","Cigarette Use",2001,"GA",19.9,2017,4.8,-75.88,"Current","Georgia <br> Year Range 2001 - 2017 <br> Value Change 19.9 to 4.8"
"Female","Georgia","Cigarette Use",2001,"GA",57.7,2017,23.6,-59.1,"Ever","Georgia <br> Year Range 2001 - 2017 <br> Value Change 57.7 to 23.6"
"Female","Georgia","Cigarette Use",2001,"GA",8.2,2017,1,-87.8,"Frequent","Georgia <br> Year Range 2001 - 2017 <br> Value Change 8.2 to 1"
"Female","Georgia","Smokeless Tobacco Use",2001,"GA",2.2,2017,1.7,-22.73,"Current","Georgia <br> Year Range 2001 - 2017 <br> Value Change 2.2 to 1.7"
"Female","Georgia","Smokeless Tobacco Use",2001,"GA",10.1,2017,5.8,-42.57,"Ever","Georgia <br> Year Range 2001 - 2017 <br> Value Change 10.1 to 5.8"
"Female","Georgia","Smokeless Tobacco Use",2001,"GA",0.6,2017,0.2,-66.67,"Frequent","Georgia <br> Year Range 2001 - 2017 <br> Value Change 0.6 to 0.2"
"Female","Hawaii","Cigarette Use",2000,"HI",25.5,2017,5.9,-76.86,"Current","Hawaii <br> Year Range 2000 - 2017 <br> Value Change 25.5 to 5.9"
"Female","Hawaii","Cigarette Use",2000,"HI",66.9,2017,20.2,-69.81,"Ever","Hawaii <br> Year Range 2000 - 2017 <br> Value Change 66.9 to 20.2"
"Female","Hawaii","Cigarette Use",2000,"HI",11.2,2017,1.5,-86.61,"Frequent","Hawaii <br> Year Range 2000 - 2017 <br> Value Change 11.2 to 1.5"
"Female","Hawaii","Smokeless Tobacco Use",2000,"HI",1.6,2017,1.9,18.75,"Current","Hawaii <br> Year Range 2000 - 2017 <br> Value Change 1.6 to 1.9"
"Female","Hawaii","Smokeless Tobacco Use",2000,"HI",4.3,2015,4.1,-4.65,"Ever","Hawaii <br> Year Range 2000 - 2015 <br> Value Change 4.3 to 4.1"
"Female","Hawaii","Smokeless Tobacco Use",2000,"HI",0.2,2017,0.4,100,"Frequent","Hawaii <br> Year Range 2000 - 2017 <br> Value Change 0.2 to 0.4"
"Female","Illinois","Cigarette Use",2002,"IL",31.9,2015,10,-68.65,"Current","Illinois <br> Year Range 2002 - 2015 <br> Value Change 31.9 to 10"
"Female","Illinois","Cigarette Use",2002,"IL",65.8,2015,34.5,-47.57,"Ever","Illinois <br> Year Range 2002 - 2015 <br> Value Change 65.8 to 34.5"
"Female","Illinois","Cigarette Use",2002,"IL",13.5,2015,2.7,-80,"Frequent","Illinois <br> Year Range 2002 - 2015 <br> Value Change 13.5 to 2.7"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",2.1,2015,3,42.86,"Current","Illinois <br> Year Range 2002 - 2015 <br> Value Change 2.1 to 3"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",5.6,2015,11.1,98.21,"Ever","Illinois <br> Year Range 2002 - 2015 <br> Value Change 5.6 to 11.1"
"Female","Illinois","Smokeless Tobacco Use",2002,"IL",0.1,2015,1,900,"Frequent","Illinois <br> Year Range 2002 - 2015 <br> Value Change 0.1 to 1"
"Female","Indiana","Cigarette Use",2000,"IN",30.1,2013,12.7,-57.81,"Current","Indiana <br> Year Range 2000 - 2013 <br> Value Change 30.1 to 12.7"
"Female","Indiana","Cigarette Use",2000,"IN",62.6,2013,32.9,-47.44,"Ever","Indiana <br> Year Range 2000 - 2013 <br> Value Change 62.6 to 32.9"
"Female","Indiana","Cigarette Use",2000,"IN",16.2,2013,5.1,-68.52,"Frequent","Indiana <br> Year Range 2000 - 2013 <br> Value Change 16.2 to 5.1"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",1.4,2013,1.8,28.57,"Current","Indiana <br> Year Range 2000 - 2013 <br> Value Change 1.4 to 1.8"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",7.6,2013,6.6,-13.16,"Ever","Indiana <br> Year Range 2000 - 2013 <br> Value Change 7.6 to 6.6"
"Female","Indiana","Smokeless Tobacco Use",2000,"IN",0.3,2013,0.3,0,"Frequent","Indiana <br> Year Range 2000 - 2013 <br> Value Change 0.3 to 0.3"
"Female","Iowa","Cigarette Use",2000,"IA",31.1,2009,19.5,-37.3,"Current","Iowa <br> Year Range 2000 - 2009 <br> Value Change 31.1 to 19.5"
"Female","Iowa","Cigarette Use",2000,"IA",60.7,2009,41.2,-32.13,"Ever","Iowa <br> Year Range 2000 - 2009 <br> Value Change 60.7 to 41.2"
"Female","Iowa","Cigarette Use",2000,"IA",16.4,2009,6.2,-62.2,"Frequent","Iowa <br> Year Range 2000 - 2009 <br> Value Change 16.4 to 6.2"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",2.2,2009,1.7,-22.73,"Current","Iowa <br> Year Range 2000 - 2009 <br> Value Change 2.2 to 1.7"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",12.1,2009,7.4,-38.84,"Ever","Iowa <br> Year Range 2000 - 2009 <br> Value Change 12.1 to 7.4"
"Female","Iowa","Smokeless Tobacco Use",2000,"IA",0.3,2009,0.3,0,"Frequent","Iowa <br> Year Range 2000 - 2009 <br> Value Change 0.3 to 0.3"
"Female","Kansas","Cigarette Use",2000,"KS",27.5,2009,17.9,-34.91,"Current","Kansas <br> Year Range 2000 - 2009 <br> Value Change 27.5 to 17.9"
"Female","Kansas","Cigarette Use",2000,"KS",60.2,2009,37.8,-37.21,"Ever","Kansas <br> Year Range 2000 - 2009 <br> Value Change 60.2 to 37.8"
"Female","Kansas","Cigarette Use",2000,"KS",14.2,2009,4.3,-69.72,"Frequent","Kansas <br> Year Range 2000 - 2009 <br> Value Change 14.2 to 4.3"
"Female","Kansas","Smokeless Tobacco Use",2000,"KS",2,2009,1.2,-40,"Current","Kansas <br> Year Range 2000 - 2009 <br> Value Change 2 to 1.2"
"Female","Kansas","Smokeless Tobacco Use",2000,"KS",12.1,2009,6.8,-43.8,"Ever","Kansas <br> Year Range 2000 - 2009 <br> Value Change 12.1 to 6.8"
"Female","Kansas","Smokeless Tobacco Use",2000,"KS",0.4,2009,0.4,0,"Frequent","Kansas <br> Year Range 2000 - 2009 <br> Value Change 0.4 to 0.4"
"Female","Kentucky","Cigarette Use",2000,"KY",39,2010,25.5,-34.62,"Current","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 39 to 25.5"
"Female","Kentucky","Cigarette Use",2000,"KY",74.1,2010,54.9,-25.91,"Ever","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 74.1 to 54.9"
"Female","Kentucky","Cigarette Use",2000,"KY",23,2010,11.8,-48.7,"Frequent","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 23 to 11.8"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",2.2,2010,5,127.27,"Current","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 2.2 to 5"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",14.5,2010,17.4,20,"Ever","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 14.5 to 17.4"
"Female","Kentucky","Smokeless Tobacco Use",2000,"KY",0.7,2010,1.7,142.86,"Frequent","Kentucky <br> Year Range 2000 - 2010 <br> Value Change 0.7 to 1.7"
"Female","Louisiana","Cigarette Use",2008,"LA",16.9,2017,12.5,-26.04,"Current","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 16.9 to 12.5"
"Female","Louisiana","Cigarette Use",2008,"LA",50.4,2017,32.8,-34.92,"Ever","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 50.4 to 32.8"
"Female","Louisiana","Cigarette Use",2008,"LA",5.6,2017,3.1,-44.64,"Frequent","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 5.6 to 3.1"
"Female","Louisiana","Smokeless Tobacco Use",2008,"LA",2.1,2017,1.8,-14.29,"Current","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 2.1 to 1.8"
"Female","Louisiana","Smokeless Tobacco Use",2008,"LA",8.4,2017,10.8,28.57,"Ever","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 8.4 to 10.8"
"Female","Louisiana","Smokeless Tobacco Use",2008,"LA",0.5,2017,0,-100,"Frequent","Louisiana <br> Year Range 2008 - 2017 <br> Value Change 0.5 to 0"
"Female","Minnesota","Cigarette Use",2000,"MN",32.6,2017,8.6,-73.62,"Current","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 32.6 to 8.6"
"Female","Minnesota","Cigarette Use",2000,"MN",63.7,2017,27,-57.61,"Ever","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 63.7 to 27"
"Female","Minnesota","Cigarette Use",2000,"MN",16.7,2017,2.3,-86.23,"Frequent","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 16.7 to 2.3"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",2.2,2017,1.8,-18.18,"Current","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 2.2 to 1.8"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",16.9,2017,6.1,-63.91,"Ever","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 16.9 to 6.1"
"Female","Minnesota","Smokeless Tobacco Use",2000,"MN",0.2,2017,0.2,0,"Frequent","Minnesota <br> Year Range 2000 - 2017 <br> Value Change 0.2 to 0.2"
"Female","Mississippi","Cigarette Use",1999,"MS",30.7,2017,6.2,-79.8,"Current","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 30.7 to 6.2"
"Female","Mississippi","Cigarette Use",1999,"MS",73.6,2017,33.6,-54.35,"Ever","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 73.6 to 33.6"
"Female","Mississippi","Cigarette Use",1999,"MS",16.9,2017,1.8,-89.35,"Frequent","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 16.9 to 1.8"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",1.7,2017,3.1,82.35,"Current","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 1.7 to 3.1"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",7.6,2017,9.1,19.74,"Ever","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 7.6 to 9.1"
"Female","Mississippi","Smokeless Tobacco Use",1999,"MS",0.3,2017,1.2,300,"Frequent","Mississippi <br> Year Range 1999 - 2017 <br> Value Change 0.3 to 1.2"
"Female","Missouri","Cigarette Use",2003,"MO",24.1,2011,16.8,-30.29,"Current","Missouri <br> Year Range 2003 - 2011 <br> Value Change 24.1 to 16.8"
"Female","Missouri","Cigarette Use",2003,"MO",59.9,2011,42.9,-28.38,"Ever","Missouri <br> Year Range 2003 - 2011 <br> Value Change 59.9 to 42.9"
"Female","Missouri","Cigarette Use",2003,"MO",14.3,2011,7.6,-46.85,"Frequent","Missouri <br> Year Range 2003 - 2011 <br> Value Change 14.3 to 7.6"
"Female","Missouri","Smokeless Tobacco Use",2003,"MO",2.7,2011,2.5,-7.41,"Current","Missouri <br> Year Range 2003 - 2011 <br> Value Change 2.7 to 2.5"
"Female","Missouri","Smokeless Tobacco Use",2003,"MO",10.3,2011,11,6.8,"Ever","Missouri <br> Year Range 2003 - 2011 <br> Value Change 10.3 to 11"
"Female","Missouri","Smokeless Tobacco Use",2003,"MO",0.4,2011,0.7,75,"Frequent","Missouri <br> Year Range 2003 - 2011 <br> Value Change 0.4 to 0.7"
"Female","Nebraska","Cigarette Use",2000,"NE",30.8,2017,6.2,-79.87,"Current","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 30.8 to 6.2"
"Female","Nebraska","Cigarette Use",2000,"NE",61.9,2017,21.6,-65.11,"Ever","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 61.9 to 21.6"
"Female","Nebraska","Cigarette Use",2000,"NE",12.3,2017,1.6,-86.99,"Frequent","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 12.3 to 1.6"
"Female","Nebraska","Smokeless Tobacco Use",2000,"NE",2.9,2017,1.5,-48.28,"Current","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 2.9 to 1.5"
"Female","Nebraska","Smokeless Tobacco Use",2000,"NE",13.7,2017,5.4,-60.58,"Ever","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 13.7 to 5.4"
"Female","Nebraska","Smokeless Tobacco Use",2000,"NE",0.2,2017,0.2,0,"Frequent","Nebraska <br> Year Range 2000 - 2017 <br> Value Change 0.2 to 0.2"
"Female","New Hampshire","Cigarette Use",2001,"NH",24.4,2011,14.5,-40.57,"Current","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 24.4 to 14.5"
"Female","New Hampshire","Cigarette Use",2001,"NH",56.8,2011,33.1,-41.73,"Ever","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 56.8 to 33.1"
"Female","New Hampshire","Cigarette Use",2001,"NH",10.9,2011,5.1,-53.21,"Frequent","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 10.9 to 5.1"
"Female","New Hampshire","Smokeless Tobacco Use",2001,"NH",1.1,2011,1.4,27.27,"Current","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 1.1 to 1.4"
"Female","New Hampshire","Smokeless Tobacco Use",2001,"NH",4.6,2011,6,30.43,"Ever","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 4.6 to 6"
"Female","New Hampshire","Smokeless Tobacco Use",2001,"NH",0,2011,0.5,100,"Frequent","New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 0 to 0.5"
"Female","New Jersey","Cigarette Use",1999,"NJ",28.4,2017,3.4,-88.03,"Current","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 28.4 to 3.4"
"Female","New Jersey","Cigarette Use",1999,"NJ",63.8,2017,16.5,-74.14,"Ever","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 63.8 to 16.5"
"Female","New Jersey","Cigarette Use",1999,"NJ",13.3,2017,0.3,-97.74,"Frequent","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 13.3 to 0.3"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",5.4,2017,0.8,-85.19,"Current","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 5.4 to 0.8"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",8.6,2017,3.4,-60.47,"Ever","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 8.6 to 3.4"
"Female","New Jersey","Smokeless Tobacco Use",1999,"NJ",0.6,2017,0.1,-83.33,"Frequent","New Jersey <br> Year Range 1999 - 2017 <br> Value Change 0.6 to 0.1"
"Female","North Carolina","Cigarette Use",1999,"NC",29.7,2017,7.8,-73.74,"Current","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 29.7 to 7.8"
"Female","North Carolina","Cigarette Use",1999,"NC",66.4,2017,23.9,-64.01,"Ever","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 66.4 to 23.9"
"Female","North Carolina","Cigarette Use",1999,"NC",14.8,2017,1.6,-89.19,"Frequent","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 14.8 to 1.6"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",1.8,2017,2,11.11,"Current","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 1.8 to 2"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",10.4,2017,7.6,-26.92,"Ever","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 10.4 to 7.6"
"Female","North Carolina","Smokeless Tobacco Use",1999,"NC",0.4,2017,0.4,0,"Frequent","North Carolina <br> Year Range 1999 - 2017 <br> Value Change 0.4 to 0.4"
"Female","North Dakota","Cigarette Use",2003,"ND",26.3,2017,9.5,-63.88,"Current","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 26.3 to 9.5"
"Female","North Dakota","Cigarette Use",2003,"ND",56.7,2017,30.3,-46.56,"Ever","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 56.7 to 30.3"
"Female","North Dakota","Cigarette Use",2003,"ND",12,2017,2.9,-75.83,"Frequent","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 12 to 2.9"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",1.7,2017,2.2,29.41,"Current","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 1.7 to 2.2"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",13.4,2017,10.4,-22.39,"Ever","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 13.4 to 10.4"
"Female","North Dakota","Smokeless Tobacco Use",2003,"ND",0.2,2017,1.1,450,"Frequent","North Dakota <br> Year Range 2003 - 2017 <br> Value Change 0.2 to 1.1"
"Female","Ohio","Cigarette Use",2000,"OH",33,2017,6.4,-80.61,"Current","Ohio <br> Year Range 2000 - 2017 <br> Value Change 33 to 6.4"
"Female","Ohio","Cigarette Use",2000,"OH",67.3,2017,22.8,-66.12,"Ever","Ohio <br> Year Range 2000 - 2017 <br> Value Change 67.3 to 22.8"
"Female","Ohio","Cigarette Use",2000,"OH",21.4,2017,1.9,-91.12,"Frequent","Ohio <br> Year Range 2000 - 2017 <br> Value Change 21.4 to 1.9"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",2.2,2017,1.1,-50,"Current","Ohio <br> Year Range 2000 - 2017 <br> Value Change 2.2 to 1.1"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",9.9,2017,5,-49.49,"Ever","Ohio <br> Year Range 2000 - 2017 <br> Value Change 9.9 to 5"
"Female","Ohio","Smokeless Tobacco Use",2000,"OH",0.4,2017,0.7,75,"Frequent","Ohio <br> Year Range 2000 - 2017 <br> Value Change 0.4 to 0.7"
"Female","Oklahoma","Cigarette Use",1999,"OK",34,2011,17.4,-48.82,"Current","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 34 to 17.4"
"Female","Oklahoma","Cigarette Use",1999,"OK",66.8,2011,55.9,-16.32,"Ever","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 66.8 to 55.9"
"Female","Oklahoma","Cigarette Use",1999,"OK",16.7,2011,6.9,-58.68,"Frequent","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 16.7 to 6.9"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",2.4,2011,5.7,137.5,"Current","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 2.4 to 5.7"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",11.7,2011,15.9,35.9,"Ever","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 11.7 to 15.9"
"Female","Oklahoma","Smokeless Tobacco Use",1999,"OK",0.4,2011,1.8,350,"Frequent","Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 0.4 to 1.8"
"Female","Pennsylvania","Cigarette Use",2001,"PA",28.3,2015,9.4,-66.78,"Current","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 28.3 to 9.4"
"Female","Pennsylvania","Cigarette Use",2001,"PA",65.3,2015,27.1,-58.5,"Ever","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 65.3 to 27.1"
"Female","Pennsylvania","Cigarette Use",2001,"PA",15.3,2015,3.6,-76.47,"Frequent","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 15.3 to 3.6"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",1.3,2015,3.1,138.46,"Current","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 1.3 to 3.1"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",9.2,2015,7,-23.91,"Ever","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 9.2 to 7"
"Female","Pennsylvania","Smokeless Tobacco Use",2001,"PA",0.4,2015,0.5,25,"Frequent","Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 0.4 to 0.5"
"Female","South Carolina","Cigarette Use",2005,"SC",21.7,2017,11.1,-48.85,"Current","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 21.7 to 11.1"
"Female","South Carolina","Cigarette Use",2005,"SC",61.3,2017,35,-42.9,"Ever","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 61.3 to 35"
"Female","South Carolina","Cigarette Use",2005,"SC",8,2017,2.8,-65,"Frequent","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 8 to 2.8"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",2.3,2017,5.9,156.52,"Current","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 2.3 to 5.9"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",10.5,2017,14.8,40.95,"Ever","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 10.5 to 14.8"
"Female","South Carolina","Smokeless Tobacco Use",2005,"SC",0,2017,1,100,"Frequent","South Carolina <br> Year Range 2005 - 2017 <br> Value Change 0 to 1"
"Female","South Dakota","Cigarette Use",2000,"SD",34.9,2003,25.1,-28.08,"Current","South Dakota <br> Year Range 2000 - 2003 <br> Value Change 34.9 to 25.1"
"Female","South Dakota","Cigarette Use",2000,"SD",65.3,2003,54.1,-17.15,"Ever","South Dakota <br> Year Range 2000 - 2003 <br> Value Change 65.3 to 54.1"
"Female","South Dakota","Cigarette Use",2000,"SD",15.6,2003,11,-29.49,"Frequent","South Dakota <br> Year Range 2000 - 2003 <br> Value Change 15.6 to 11"
